description,price,website,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
d'onofrio chocolate chocotoncito,S/ 3.9 und,Oxxo,2024-12-04 13:49:36.267826,1.0,und,donofrio chocolate chocotoncito,3.9
paneton chocoton donofrio bl 450 g,S/ 20.9 und,Oxxo,2024-12-04 13:49:36.267826,450.0,gr,paneton chocoton donofrio,20.9
paneton con pasas y frutas confitadas bitz bl 800 g,S/ 11.5 und,Oxxo,2024-12-04 13:49:36.267826,800.0,gr,paneton con pasas y frutas confitadas bitz,11.5
gloria panetón mini chocolate,S/ 3.5 und,Oxxo,2024-12-04 13:49:36.268826,90.0,gr,gloria panetón mini chocolate,3.5
gustozzi brownie de chocolate fudge con castañas,S/ 3.1 und,Oxxo,2024-12-04 13:49:36.268826,42.0,gr,gustozzi brownie de chocolate fudge con castañas,3.1
bauduco panettone mini frutas,S/ 4.9 und,Oxxo,2024-12-04 13:49:36.268826,80.0,gr,bauduco panettone mini frutas,4.9
kekitos keke sabor a naranja,S/ 3.8 und,Oxxo,2024-12-04 13:49:36.268826,90.0,gr,kekitos keke sabor a naranja,3.8
delisha brownie clásico,S/ 4.9 und,Oxxo,2024-12-04 13:49:36.268826,1.0,und,delisha brownie clásico,4.9
gloria pasión panetón avellanas ,S/ 22.5 und,Oxxo,2024-12-04 13:49:36.268826,500.0,gr,gloria pasión panetón avellanas,22.5
kekitos todinno 2un,S/ 2.6 und,Oxxo,2024-12-04 13:49:36.268826,55.0,gr,kekitos todinno,2.6
gansito pastelito de chocolate relleno fresa,S/ 3.5 und,Oxxo,2024-12-04 13:49:36.268826,50.0,gr,gansito pastelito de chocolate relleno fresa,3.5
costa bizcocho relleno con manjar pokeke,S/ 1.5 und,Oxxo,2024-12-04 13:49:36.268826,28.0,gr,costa bizcocho relleno con manjar pokeke,1.5
chocman costa bizcocho doble manjar,S/ 2.0 und,Oxxo,2024-12-04 13:49:36.268826,53.0,gr,chocman costa bizcocho doble manjar,2.0
marinela submarino pastel sabor a vainilla sumergido en chocolate,S/ 1.5 und,Oxxo,2024-12-04 13:49:36.268826,35.0,gr,marinela submarino pastel sabor a vainilla sumergido en chocolate,1.5
delisha brownie fudge,S/ 4.9 und,Oxxo,2024-12-04 13:49:36.268826,1.0,und,delisha brownie fudge,4.9
nito queque relleno de chocolate,S/ 1.9 und,Oxxo,2024-12-04 13:49:36.268826,60.0,gr,nito queque relleno de chocolate,1.9
cancún bizcocho de chocolate con crema de coco,S/ 1.1 und,Oxxo,2024-12-04 13:49:36.268826,30.0,gr,cancún bizcocho de chocolate con crema de coco,1.1
marinela pingüinos pasteles con relleno de crema,S/ 4.0 und,Oxxo,2024-12-04 13:49:36.268826,80.0,gr,marinela pingüinos pasteles con relleno de crema,4.0
bimbo bimboletes marmoleado,S/ 4.2 und,Oxxo,2024-12-04 13:49:36.268826,82.5,gr,bimbo bimboletes marmoleado,4.2
pyc kekitos kekes sabor vainilla,S/ 3.8 und,Oxxo,2024-12-04 13:49:36.268826,90.0,gr,pyc kekitos kekes sabor vainilla,3.8
reyenito bizcocho relleno con crema chocolate,S/ 1.6 und,Oxxo,2024-12-04 13:49:36.268826,48.0,gr,reyenito bizcocho relleno con crema chocolate,1.6
bizcocho chocman doble manjar,S/ 2.0 und,Oxxo,2024-12-04 13:49:36.268826,50.0,gr,bizcocho chocman doble manjar,2.0
bimbo bimboletes sabor a vainilla,S/ 4.2 und,Oxxo,2024-12-04 13:49:36.268826,82.5,gr,bimbo bimboletes sabor a vainilla,4.2
bimboletes ponqué chispas,S/ 4.2 und,Oxxo,2024-12-04 13:49:36.268826,82.5,gr,bimboletes ponqué chispas,4.2
gustozzi brownie doble chocolate fudge,S/ 2.9 und,Oxxo,2024-12-04 13:49:36.268826,42.0,gr,gustozzi brownie doble chocolate fudge,2.9
braedt salchicha cabanossi,S/ 2.0 und,Oxxo,2024-12-04 13:49:36.269826,25.0,gr,braedt salchicha cabanossi,2.0
suiza jamonada especial,S/ 3.3 und,Oxxo,2024-12-04 13:49:36.269826,100.0,gr,suiza jamonada especial,3.3
casa europa cabanossi,S/ 3.8 und,Oxxo,2024-12-04 13:49:36.269826,1.0,und,casa europa cabanossi,3.8
san mateo agua mineral de manantial sin gas,S/ 3.2 und,Oxxo,2024-12-04 13:49:36.274829,2.5,l,san mateo agua mineral de manantial sin gas,3.2
cielo agua sin gas,S/ 2.6 und,Oxxo,2024-12-04 13:49:36.274829,1.0,l,cielo agua sin gas,2.6
san carlos agua de mesa purificada sin gas,S/ 3.6 und,Oxxo,2024-12-04 13:49:36.274829,3.0,l,san carlos agua de mesa purificada sin gas,3.6
san luis agua mineral con gas 625 ml,S/ 2.2 und,Oxxo,2024-12-04 13:49:36.274829,625.0,ml,san luis agua mineral con gas,2.2
san luis agua con sabor a piña y kión 625 ml,S/ 2.3 und,Oxxo,2024-12-04 13:49:36.274829,625.0,ml,san luis agua con sabor a piña y kión,2.3
san mateo agua mineral con gas,S/ 2.2 und,Oxxo,2024-12-04 13:49:36.274829,600.0,ml,san mateo agua mineral con gas,2.2
cielo agua mineral sin gas,S/ 3.6 und,Oxxo,2024-12-04 13:49:36.274829,2.5,l,cielo agua mineral sin gas,3.6
san luis agua sin gas,S/ 2.4 und,Oxxo,2024-12-04 13:49:36.274829,1.0,l,san luis agua sin gas,2.4
san carlos agua mineral sin gas,S/ 1.0 und,Oxxo,2024-12-04 13:49:36.274829,500.0,ml,san carlos agua mineral sin gas,1.0
san mateo agua mineral de manantial sin gas,S/ 2.2 und,Oxxo,2024-12-04 13:49:36.274829,600.0,ml,san mateo agua mineral de manantial sin gas,2.2
san luis agua sin gas 2.5 l,S/ 3.2 und,Oxxo,2024-12-04 13:49:36.274829,2.5,l,san luis agua sin gas,3.2
san luis agua sabor a limón 625 ml,S/ 2.3 und,Oxxo,2024-12-04 13:49:36.274829,625.0,ml,san luis agua sabor a limón,2.3
golden agua de piña light,S/ 5.0 und,Oxxo,2024-12-04 13:49:36.274829,485.0,ml,golden agua de piña light,5.0
san luis agua sin gas,S/ 2.1 und,Oxxo,2024-12-04 13:49:36.274829,750.0,ml,san luis agua sin gas,2.1
san luis agua sin gas,S/ 2.6 und,Oxxo,2024-12-04 13:49:36.274829,1.0,l,san luis agua sin gas,2.6
coca-cola gaseosa sabor original 500 ml,S/ 3.0 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,coca cola gaseosa sabor original,3.0
inca kola bebida gaseosa sabor original 500 ml,S/ 3.0 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,inca kola bebida gaseosa sabor original,3.0
coca-cola gaseosa sin azúcar 500 ml,S/ 3.0 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,coca cola gaseosa sin azúcar,3.0
coca-cola gaseosa sabor original botella 1 l,S/ 5.2 und,Oxxo,2024-12-04 13:49:36.275827,1.0,l,coca cola gaseosa sabor original,5.2
fanta gaseosa sabor kola inglesa 500 ml,S/ 2.7 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,fanta gaseosa sabor kola inglesa,2.7
inca kola bebida gaseosa sin azúcar 500 ml,S/ 3.0 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,inca kola bebida gaseosa sin azúcar,3.0
coca-cola bebida gaseosa sin azúcar,S/ 4.9 und,Oxxo,2024-12-04 13:49:36.275827,1.0,l,coca cola bebida gaseosa sin azúcar,4.9
sprite bebida gaseosa lima limón 500 ml,S/ 2.7 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,sprite bebida gaseosa lima limón,2.7
fanta gaseosa sabor a naranja 500 ml,S/ 2.7 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,fanta gaseosa sabor a naranja,2.7
concordia gaseosa sabor piña,S/ 1.7 und,Oxxo,2024-12-04 13:49:36.275827,355.0,ml,concordia gaseosa sabor piña,1.7
coca-cola gaseosa sabor original 3 l,S/ 11.7 und,Oxxo,2024-12-04 13:49:36.275827,3.0,l,coca cola gaseosa sabor original,11.7
inca kola bebida gaseosa sabor original 1 l,S/ 4.9 und,Oxxo,2024-12-04 13:49:36.275827,1.0,l,inca kola bebida gaseosa sabor original,4.9
schweppes gaseosa citrus sin azúcar 1.5 l,S/ 6.7 und,Oxxo,2024-12-04 13:49:36.275827,1.5,l,schweppes gaseosa citrus sin azúcar,6.7
guaraná bebida gaseosa original,S/ 2.7 und,Oxxo,2024-12-04 13:49:36.275827,450.0,ml,guaraná bebida gaseosa original,2.7
monster bebida energética ultra paradise,S/ 8.4 und,Oxxo,2024-12-04 13:49:36.275827,473.0,ml,monster bebida energética ultra paradise,8.4
gatorade bebida hidratante cool blue,S/ 3.5 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,gatorade bebida hidratante cool blue,3.5
monster bebida energizante ultra 473 ml,S/ 8.4 und,Oxxo,2024-12-04 13:49:36.275827,473.0,ml,monster bebida energizante ultra,8.4
gatorade bebida isotónica sabor apple ice,S/ 3.5 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,gatorade bebida isotónica sabor apple ice,3.5
flashlyte bebida uva pet,S/ 6.0 und,Oxxo,2024-12-04 13:49:36.275827,625.0,ml,flashlyte bebida uva,6.0
volt bebida energética ginseng original,S/ 2.9 und,Oxxo,2024-12-04 13:49:36.275827,300.0,ml,volt bebida energética ginseng original,2.9
monster bebida energizante energy 473 ml,S/ 8.4 und,Oxxo,2024-12-04 13:49:36.275827,473.0,ml,monster bebida energizante energy,8.4
monster bebida energética sabor mango loco 473 ml,S/ 8.4 und,Oxxo,2024-12-04 13:49:36.275827,473.0,ml,monster bebida energética sabor mango loco,8.4
sporade bebida hidratante sabor tropical,S/ 3.0 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,sporade bebida hidratante sabor tropical,3.0
suerox bebida hidratante sabor a mora azul,S/ 6.5 und,Oxxo,2024-12-04 13:49:36.275827,630.0,ml,suerox bebida hidratante sabor a mora azul,6.5
redbull bebida energizante,S/ 8.5 und,Oxxo,2024-12-04 13:49:36.275827,250.0,ml,redbull bebida energizante,8.5
gatorade bebida de frutas tropicales,S/ 5.7 und,Oxxo,2024-12-04 13:49:36.275827,750.0,ml,gatorade bebida de frutas tropicales,5.7
sporade bebida hidratante sabor a mandarina,S/ 3.0 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,sporade bebida hidratante sabor a mandarina,3.0
monster bebida energética energy zero sugar taurina 473 ml,S/ 8.4 und,Oxxo,2024-12-04 13:49:36.275827,473.0,ml,monster bebida energética energy zero sugar taurina,8.4
gatorade bebida isotónica sabor tropical fruit,S/ 3.5 und,Oxxo,2024-12-04 13:49:36.275827,500.0,ml,gatorade bebida isotónica sabor tropical fruit,3.5
powerade bebida hidratante multifrutas 1 l,S/ 4.2 und,Oxxo,2024-12-04 13:49:36.275827,1.0,l,powerade bebida hidratante multifrutas,4.2
cambozola queso azul suave,S/ 21.5 und,La Cesta,2024-12-04 13:49:36.283996,1.0,und,cambozola queso azul suave,21.5
prestige camembert,S/ 53.5 und,La Cesta,2024-12-04 13:49:36.283996,125.0,gr,prestige camembert,53.5
bonlé queso fundido untable sabor natural,S/ 3.7 und,La Cesta,2024-12-04 13:49:36.283996,1.0,und,bonlé queso fundido untable sabor natural,3.7
duman tabla mix de queso paria y manchego,S/ 17.91 und,La Cesta,2024-12-04 13:49:36.283996,250.0,gr,duman tabla mix de queso paria y manchego,17.91
duman tabla mix de queso paria cabanossi,S/ 21.51 und,La Cesta,2024-12-04 13:49:36.283996,225.0,gr,duman tabla mix de queso paria cabanossi,21.51
duman queso de cabra tipo manchego,S/ 26.5 und,La Cesta,2024-12-04 13:49:36.283996,1.0,und,duman queso de cabra tipo manchego,26.5
biraghi gran queso rallado fresco,S/ 16.5 und,La Cesta,2024-12-04 13:49:36.283996,100.0,gr,biraghi gran queso rallado fresco,16.5
laive queso andino en tajadas,S/ 13.9 und,La Cesta,2024-12-04 13:49:36.283996,1.0,und,laive queso andino en tajadas,13.9
laive yogurt batido griego con trozos de arándano,S/ 2.7 und,La Cesta,2024-12-04 13:49:36.283996,120.0,gr,laive yogurt batido griego con trozos de arándano,2.7
gloria yogurt fresa,S/ 4.5 und,La Cesta,2024-12-04 13:49:36.283996,500.0,gr,gloria yogurt fresa,4.5
danlac yogurt griego natural con probióticos,S/ 11.9 und,La Cesta,2024-12-04 13:49:36.284993,420.0,gr,danlac yogurt griego natural con probióticos,11.9
gloria batido proteico pro triple zero sabor chocolate,S/ 5.9 und,La Cesta,2024-12-04 13:49:36.284993,320.0,ml,gloria batido proteico pro triple zero sabor chocolate,5.9
gloria yogurt griego con miel botella,S/ 11.9 und,La Cesta,2024-12-04 13:49:36.284993,950.0,gr,gloria yogurt griego con miel,11.9
gloria yogurt griego sabor natural,S/ 2.2 und,La Cesta,2024-12-04 13:49:36.284993,120.0,gr,gloria yogurt griego sabor natural,2.2
gloria yogurt battimix vainilla con mini galleta de chocolate,S/ 3.9 und,La Cesta,2024-12-04 13:49:36.284993,138.0,gr,gloria yogurt battimix vainilla con mini galleta de chocolate,3.9
danlac yogurt griego con arándano descremado 0% azúcar añadida,S/ 19.5 und,La Cesta,2024-12-04 13:49:36.284993,900.0,gr,danlac yogurt griego con arándano descremado 0% azúcar añadida,19.5
gloria yogurt griego con miel,S/ 7.9 und,La Cesta,2024-12-04 13:49:36.284993,800.0,gr,gloria yogurt griego con miel,7.9
danlac yogurt griego con mango sin azúcar,S/ 19.5 und,La Cesta,2024-12-04 13:49:36.284993,1.0,und,danlac yogurt griego con mango sin azúcar,19.5
gloria yogurt griego natural,S/ 7.9 und,La Cesta,2024-12-04 13:49:36.284993,800.0,gr,gloria yogurt griego natural,7.9
ideal amanecer mezcla láctea,S/ 3.9 und,La Cesta,2024-12-04 13:49:36.284993,390.0,gr,ideal amanecer mezcla láctea,3.9
yofresh leche fermentada fresa,S/ 3.4 und,La Cesta,2024-12-04 13:49:36.284993,320.0,gr,yofresh leche fermentada fresa,3.4
yofresh leche fermentada lúcuma,S/ 3.29 und,La Cesta,2024-12-04 13:49:36.284993,320.0,gr,yofresh leche fermentada lúcuma,3.29
yofresh leche fermentada fresa,S/ 7.5 und,La Cesta,2024-12-04 13:49:36.284993,970.0,gr,yofresh leche fermentada fresa,7.5
gloria leche entera líquida,S/ 4.9 und,La Cesta,2024-12-04 13:49:36.284993,900.0,ml,gloria leche entera líquida,4.9
laive mezcla láctea compuesta light,S/ 3.9 und,La Cesta,2024-12-04 13:49:36.284993,480.0,gr,laive mezcla láctea compuesta light,3.9
gloria leche entera light,S/ 19.39 und,La Cesta,2024-12-04 13:49:36.284993,1.0,l,gloria leche entera light,19.39
gloria leche líquida fresca light,S/ 6.7 und,La Cesta,2024-12-04 13:49:36.284993,1.0,l,gloria leche líquida fresca light,6.7
ideal mezcla láctea cremosita,S/ 24.9 und,La Cesta,2024-12-04 13:49:36.284993,390.0,gr,ideal mezcla láctea cremosita,24.9
gloria leche fresca light en bolsa,S/ 5.5 und,La Cesta,2024-12-04 13:49:36.284993,900.0,ml,gloria leche fresca light,5.5
laive leche entera,S/ 4.9 und,La Cesta,2024-12-04 13:49:36.284993,900.0,ml,laive leche entera,4.9
laive leche evaporada light,S/ 23.5 und,La Cesta,2024-12-04 13:49:36.284993,6.0,und,laive leche evaporada light,23.5
gloria leche líquida para niños,S/ 18.5 und,La Cesta,2024-12-04 13:49:36.284993,1.0,l,gloria leche líquida para niños,18.5
perú pride vinagre de manzana,S/ 14.9 und,La Cesta,2024-12-04 13:49:36.288996,500.0,ml,perú pride vinagre de manzana,14.9
costeño aceite de soya,S/ 9.9 und,La Cesta,2024-12-04 13:49:36.288996,900.0,ml,costeño aceite de soya,9.9
florida vinagre tinto,S/ 3.78 und,La Cesta,2024-12-04 13:49:36.288996,625.0,ml,florida vinagre tinto,3.78
puro costeno aceite vegetal 100%,S/ 3.38 und,La Cesta,2024-12-04 13:49:36.288996,200.0,ml,puro costeno aceite vegetal 100%,3.38
mt salsa vinagreta,S/ 9.9 und,La Cesta,2024-12-04 13:49:36.288996,200.0,gr,mt salsa vinagreta,9.9
spread aceite de coco,S/ 19.9 und,La Cesta,2024-12-04 13:49:36.288996,200.0,gr,spread aceite de coco,19.9
mj nuts maní glaseado salado con un toque de miel,S/ 6.32 und,La Cesta,2024-12-04 13:49:36.288996,103.0,gr,mj nuts maní glaseado salado con toque de miel,6.32
mj nuts maní glaseado picante con un toque de miel,S/ 6.32 und,La Cesta,2024-12-04 13:49:36.288996,103.0,gr,mj nuts maní glaseado picante con toque de miel,6.32
primor aceite vegetal,S/ 10.5 und,La Cesta,2024-12-04 13:49:36.288996,900.0,ml,primor aceite vegetal,10.5
primor aceite vegetal premium 900 ml,S/ 11.5 und,La Cesta,2024-12-04 13:49:36.288996,900.0,ml,primor aceite vegetal premium,11.5
florida vinagre blanco,S/ 3.78 und,La Cesta,2024-12-04 13:49:36.288996,625.0,ml,florida vinagre blanco,3.78
el olivar vinagre balsámico,S/ 11.5 und,La Cesta,2024-12-04 13:49:36.288996,250.0,ml,el olivar vinagre balsámico,11.5
alacena ketchup de ingredientes seleccionados,S/ 10.9 und,La Cesta,2024-12-04 13:49:36.288996,380.0,gr,alacena ketchup de ingredientes seleccionados,10.9
alacena mayonesa con un toque de limón,S/ 15.9 und,La Cesta,2024-12-04 13:49:36.288996,475.0,gr,alacena mayonesa con toque de limón,15.9
emsal sal de mar fina de mesa,S/ 7.5 und,La Cesta,2024-12-04 13:49:36.288996,500.0,gr,emsal sal de mar fina de mesa,7.5
don vittorio salsa roja completa,S/ 4.5 und,La Cesta,2024-12-04 13:49:36.289993,200.0,gr,don vittorio salsa roja completa,4.5
badia condimento orégano,S/ 10.5 und,La Cesta,2024-12-04 13:49:36.289993,14.2,gr,badia condimento orégano,10.5
 costeno  sazonador de  de palomitas sabor a mantequilla  ,S/ 12.5 und,La Cesta,2024-12-04 13:49:36.289993,81.0,gr,costeno sazonador de de palomitas sabor a mantequilla,12.5
ajinomix mezcla para apanar,S/ 2.87 und,La Cesta,2024-12-04 13:49:36.289993,96.0,gr,ajinomix mezcla para apanar,2.87
aji no moto sazonador umami,S/ 10.5 und,La Cesta,2024-12-04 13:49:36.289993,100.0,gr,aji no moto sazonador umami,10.5
molitalia concentrado de tomate ,S/ 1.4 und,La Cesta,2024-12-04 13:49:36.289993,110.0,gr,molitalia concentrado de tomate,1.4
concentrado de espinaca y albahaca pomarola,S/ 2.4 und,La Cesta,2024-12-04 13:49:36.289993,170.0,gr,concentrado de espinaca y albahaca pomarola,2.4
florida trozos de atún en aceite vegetal,S/ 5.9 und,La Cesta,2024-12-04 13:49:36.289993,150.0,gr,florida trozos de atún en aceite vegetal,5.9
mercado 346 aceituna verde seleccionada rellena con rocoto,S/ 9.5 und,La Cesta,2024-12-04 13:49:36.289993,240.0,gr,mercado 346 aceituna verde seleccionada rellena con rocoto,9.5
el olivar aceituna botija seleccionada,S/ 9.5 und,La Cesta,2024-12-04 13:49:36.289993,240.0,gr,el olivar aceituna botija seleccionada,9.5
fanny filete de atún en agua light,S/ 6.5 und,La Cesta,2024-12-04 13:49:36.289993,140.0,gr,fanny filete de atún en agua light,6.5
fanny trozos de atún en aceite vegetal,S/ 5.87 und,La Cesta,2024-12-04 13:49:36.289993,140.0,gr,fanny trozos de atún en aceite vegetal,5.87
tapenade de aceituna casa verde,S/ 10.5 und,La Cesta,2024-12-04 13:49:36.289993,225.0,gr,tapenade de aceituna casa verde,10.5
dip de espárrago verde casa verde,S/ 11.5 und,La Cesta,2024-12-04 13:49:36.289993,285.0,gr,dip de espárrago verde casa verde,11.5
florida filete de atún en aceite en vegetal ,S/ 6.9 und,La Cesta,2024-12-04 13:49:36.289993,140.0,gr,florida filete de atún en aceite en vegetal,6.9
florida filete de atún en agua,S/ 6.9 und,La Cesta,2024-12-04 13:49:36.289993,150.0,gr,florida filete de atún en agua,6.9
primor filete de atún en aceite,S/ 6.5 und,La Cesta,2024-12-04 13:49:36.289993,140.0,gr,primor filete de atún en aceite,6.5
nescafé café instantáneo fina selección,S/ 34.5 und,La Cesta,2024-12-04 13:49:36.291995,200.0,gr,nescafé café instantáneo fina selección,34.5
altomayo café instantáneo gourmet,S/ 20.9 und,La Cesta,2024-12-04 13:49:36.291995,90.0,gr,altomayo café instantáneo gourmet,20.9
altomayo café instantáneo gourmet,S/ 12.5 und,La Cesta,2024-12-04 13:49:36.291995,45.0,gr,altomayo café instantáneo gourmet,12.5
altomayo café instantáneo descafeinado,S/ 13.9 und,La Cesta,2024-12-04 13:49:36.291995,45.0,gr,altomayo café instantáneo descafeinado,13.9
altomayo café instantáneo gourmet,S/ 31.5 und,La Cesta,2024-12-04 13:49:36.291995,180.0,gr,altomayo café instantáneo gourmet,31.5
sello rojo café tradicional tostado y molido,S/ 12.9 und,La Cesta,2024-12-04 13:49:36.291995,212.0,gr,sello rojo café tradicional tostado y molido,12.9
altomayo café tostado molido gourmet,S/ 31.9 und,La Cesta,2024-12-04 13:49:36.291995,450.0,gr,altomayo café tostado molido gourmet,31.9
nescafé cappuccino,S/ 21.9 und,La Cesta,2024-12-04 13:49:36.291995,10.0,und,nescafé cappuccino,21.9
kirma café instantáneo clásico,S/ 8.5 und,La Cesta,2024-12-04 13:49:36.291995,45.0,gr,kirma café instantáneo clásico,8.5
dolce gusto nescafe cap,S/ 39.9 und,La Cesta,2024-12-04 13:49:36.291995,1.0,und,dolce gusto nescafe cap,39.9
nescafé café instantáneo tradición,S/ 14.9 und,La Cesta,2024-12-04 13:49:36.291995,50.0,gr,nescafé café instantáneo tradición,14.9
nescafé café espresso en cápsulas dolce gusto,S/ 39.9 und,La Cesta,2024-12-04 13:49:36.291995,88.0,gr,nescafé café espresso en cápsulas dolce gusto,39.9
nescafé dolce gusto cápsula sabor cappuccino ,S/ 39.9 und,La Cesta,2024-12-04 13:49:36.291995,161.0,gr,nescafé dolce gusto cápsula sabor cappuccino,39.9
cafetal gourmet café molido,S/ 22.9 und,La Cesta,2024-12-04 13:49:36.291995,200.0,gr,cafetal gourmet café molido,22.9
don vittorio pasta tipo linguini grosso,S/ 7.5 und,La Cesta,2024-12-04 13:49:36.292993,950.0,gr,don vittorio pasta tipo linguini grosso,7.5
ajinomen tallarín instantáneo rojo ,S/ 2.2 und,La Cesta,2024-12-04 13:49:36.292993,100.0,gr,ajinomen tallarín instantáneo rojo,2.2
molitalia fideos cortos caracol chico,S/ 1.8 und,La Cesta,2024-12-04 13:49:36.292993,235.0,gr,molitalia fideos cortos caracol chico,1.8
molitalia fideos cortos canuto,S/ 1.8 und,La Cesta,2024-12-04 13:49:36.292993,235.0,gr,molitalia fideos cortos canuto,1.8
molitalia fideos cortos codo med ray,S/ 1.8 und,La Cesta,2024-12-04 13:49:36.292993,235.0,gr,molitalia fideos cortos codo med ray,1.8
don vittorio pasta de trigo sopa de letras y números,S/ 2.0 und,La Cesta,2024-12-04 13:49:36.292993,235.0,gr,don vittorio pasta de trigo sopa de letras y números,2.0
agnesi pasta eliche tricolor,S/ 16.9 und,La Cesta,2024-12-04 13:49:36.292993,500.0,gr,agnesi pasta eliche tricolor,16.9
barilla pasta pennete rigate integrale,S/ 16.5 und,La Cesta,2024-12-04 13:49:36.292993,500.0,gr,barilla pasta pennete rigate integrale,16.5
aji-no-men tallarín saltado,S/ 2.2 und,La Cesta,2024-12-04 13:49:36.292993,100.0,gr,aji no men tallarín saltado,2.2
molitalia pasta corta,S/ 1.8 und,La Cesta,2024-12-04 13:49:36.292993,235.0,gr,molitalia pasta corta,1.8
molitalia fideos linguine #40,S/ 3.5 und,La Cesta,2024-12-04 13:49:36.292993,450.0,gr,molitalia fideos linguine #40,3.5
chocapic cereal sabor a chocolate,S/ 23.9 und,La Cesta,2024-12-04 13:49:36.292993,350.0,gr,chocapic cereal sabor a chocolate,23.9
corn flakes cereal de grano entero sin gluten,S/ 18.9 und,La Cesta,2024-12-04 13:49:36.292993,405.0,gr,corn flakes cereal de grano entero sin gluten,18.9
